Id,SalePrice
1461,-556192.6269194683
1462,-491990.7626630063
1463,-466354.4121983126
1464,-473340.8688171649
1465,-471915.37791926786
1466,-488156.5218063415
1467,-489844.5194949459
1468,-505298.29685520695
1469,-451802.97793582326
1470,-549385.5578007564
1471,-501317.6507908992
1472,-581774.5641447124
1473,-585735.3565767874
1474,-531182.8255797208
1475,-573833.1577915015
1476,-284041.45038624015
1477,-407589.6123529151
1478,-361669.74844846455
1479,-351572.21212581114
1480,-184333.84810282802
1481,-341159.1658968588
1482,-465107.5212555083
1483,-469731.7588269885
1484,-530118.9958626585
1485,-484626.9037492939
1486,-471322.6595209172
1487,-314600.5689766614
1488,-451521.4830941076
1489,-460776.70002295356
1490,-407607.94948218623
1491,-461676.5133455368
1492,-583255.5020258786
1493,-458576.89422971604
1494,-361391.54736763623
1495,-365297.59304053674
1496,-418694.0448380596
1497,-485613.23279381753
1498,-512312.18153581757
1499,-517026.27378872293
1500,-521118.58759457606
1501,-477745.3032341212
1502,-529613.1651604524
1503,-362730.1459300795
1504,-436043.2125691316
1505,-452199.91814100614
1506,-473290.3753618108
1507,-405814.61654448137
1508,-432647.2722069136
1509,-501540.659767053
1510,-523127.7750906203
1511,-516607.79669039114
1512,-485958.3651054527
1513,-513441.4689765611
1514,-514486.87201365165
1515,-446809.35917646025
1516,-490588.4998273308
1517,-476200.3413189552
1518,-555890.6528554922
1519,-458656.5910125914
1520,-540016.8912143528
1521,-526253.6743554634
1522,-488796.2294143011
1523,-555674.4757045743
1524,-529983.4641816153
1525,-542342.3696471623
1526,-560544.280190062
1527,-575007.134292885
1528,-533648.0177905179
1529,-531242.4228969944
1530,-470259.2757778225
1531,-563848.7137037246
1532,-583045.8810397875
1533,-518050.2777489347
1534,-393696.84213078045
1535,-497313.3934327788
1536,-568728.7485554308
1537,-480519.8530215619
1538,-507572.05902974313
1539,-457329.08062770497
1540,-556491.9746095581
1541,-520363.58388596214
1542,-524084.1610989191
1543,-469626.5892358883
1544,-453635.1047646758
1545,-547977.2594278194
1546,-550946.0272911312
1547,-558922.3153626366
1548,-525507.345199215
1549,-553842.5133679156
1550,-541733.783701689
1551,-555052.5930703944
1552,-527368.5387948097
1553,-511869.99068318575
1554,-556177.7856153146
1555,-487594.34384896304
1556,-438881.3689084342
1557,-537611.9392799967
1558,-568903.7914419594
1559,-590528.9884303636
1560,-546776.4020185751
1561,152602.37613727082
1562,-547140.0145856977
1563,-544881.8636159336
1564,-499807.3681152051
1565,-517900.6833099169
1566,-381302.7820077643
1567,-600517.3432134913
1568,-415232.6857206314
1569,-514581.65693922725
1570,-536528.9154592128
1571,-411637.54810634383
1572,-510150.541493456
1573,-396590.6232628847
1574,-525917.7238326302
1575,-420465.92788871995
1576,-417387.24038850714
1577,-498820.18477289774
1578,-504598.0135554578
1579,-507162.78972387867
1580,-470768.10920730233
1581,-503166.3637812034
1582,-538893.8562538712
1583,-387445.28305268055
1584,-451238.62445395277
1585,-538770.4984197888
1586,-632105.5158631408
1587,-573975.9888046789
1588,-478192.5758589945
1589,-558452.8881090509
1590,-536556.8662492526
1591,-587288.2128472442
1592,-551717.1355468654
1593,-550734.9652074375
1594,139209.35592879297
1595,-556499.4214299273
1596,-425091.2098865886
1597,-444798.30481998075
1598,-427920.30608141585
1599,-490093.5807925337
1600,-523845.86961681454
1601,-462329.2185485838
1602,-549749.0038392233
1603,-625227.3739350584
1604,-401226.2069460929
1605,-439653.43717215344
1606,-510932.5555354706
1607,-498621.1672620042
1608,-477028.89912353037
1609,-473174.86498228024
1610,-512221.3682529945
1611,-519002.91849190113
1612,-482116.53601410345
1613,-516719.22918106674
1614,-542111.6004738775
1615,-595584.0612748447
1616,-617301.1150118054
1617,-592133.0579295135
1618,-560790.0862034244
1619,-527764.0003184336
1620,-505678.0390405153
1621,-527699.8399422754
1622,-530372.4380942519
1623,-411917.1387660055
1624,-450924.73725760623
1625,-533075.9534749846
1626,-493113.27417135146
1627,-470840.59466943156
1628,-371962.95135872706
1629,-495691.4265538509
1630,-284258.5581331779
1631,-443057.62259491585
1632,-418246.90624519915
1633,-503318.9094355637
1634,-481236.46573334874
1635,-489246.47200315516
1636,-528110.2224116657
1637,-458273.33907916734
1638,-475799.82391922286
1639,-479507.878110211
1640,-396647.18717317854
1641,-476493.3059615793
1642,-409403.9198325706
1643,-453840.803145682
1644,-440078.62826548243
1645,-459875.4113634224
1646,-509117.42442854727
1647,-504224.7398213574
1648,-538121.2458559579
1649,-536439.6525666128
1650,-565413.0334360818
1651,-554897.1073488495
1652,-578877.5845244955
1653,-577707.3727718676
1654,-536067.6136188955
1655,-548861.8744134401
1656,-540452.0007357999
1657,-534794.8339946447
1658,-538742.6446993204
1659,-561232.1755898239
1660,-516856.9519438582
1661,-238926.7089566253
1662,-254745.46439760248
1663,-278741.71661573916
1664,-178892.75189230836
1665,-339226.9341084077
1666,-312321.65015518316
1667,-262014.76581964607
1668,-314764.82205214025
1669,-344124.9267842382
1670,-299205.5044861003
1671,-391873.8429644761
1672,-240290.66735423077
1673,-378117.7894095874
1674,-428054.70779826783
1675,-463289.0393016207
1676,-467157.71207169583
1677,-451323.82988229615
1678,-184915.24101691844
1679,-256731.97260498512
1680,-320853.1599870728
1681,-386023.40171711985
1682,-325276.5789861997
1683,-490066.84175049304
1684,-494206.1541395916
1685,-489129.8440165125
1686,-524784.0922498548
1687,-497493.3891358826
1688,-481012.84662550956
1689,-470225.36859304423
1690,-475049.63813880587
1691,-491782.3766984958
1692,-391278.17079797783
1693,-501298.72500196286
1694,-486411.62670075754
1695,-511075.2215525808
1696,-389468.70296734315
1697,-503070.0274558001
1698,-315877.77774331206
1699,-356073.20023550175
1700,-393628.47181493766
1701,-368093.8688553218
1702,-445890.1983565567
1703,-457877.2744201124
1704,-411064.4582555287
1705,-436308.7579348254
1706,-669234.7428517938
1707,-428022.5448543351
1708,-472560.2301322875
1709,-425827.6638325716
1710,-458773.11414194526
1711,-394843.7842415641
1712,-415197.9732009473
1713,-388010.4949723538
1714,-446105.1600178407
1715,-456410.4375720124
1716,-491530.2612822612
1717,-509824.2401579105
1718,-532045.2241058965
1719,-434381.5739482451
1720,235324.92293856584
1721,-506000.7309192321
1722,-535051.4847599259
1723,-509021.2352008709
1724,-459689.37672449177
1725,-421878.2106807552
1726,-479318.5044766584
1727,-519348.57031272026
1728,-497306.98436490656
1729,-481478.52150203835
1730,-505186.7252054949
1731,-549381.0535417962
1732,-553467.8616175251
1733,-541769.34181251
1734,-549322.5059426149
1735,-540863.4080738781
1736,-573443.4342244705
1737,-341887.09081677464
1738,-396055.1000858755
1739,-402916.84617512824
1740,-460634.6185958819
1741,-486377.2791227604
1742,-491307.4896872351
1743,-499577.9545027254
1744,-318529.15121284965
1745,-433417.4389556414
1746,-456636.2753875628
1747,-437297.36053517606
1748,-444585.0144168936
1749,-524022.59343041165
1750,-528529.7013097655
1751,-423650.51037943794
1752,-550683.6150533663
1753,-511095.0158048754
1754,-463598.4160362049
1755,-478272.7535643206
1756,-544150.0248655627
1757,-556708.7585042036
1758,-522908.1452904822
1759,-497218.70775166305
1760,-520674.6919243734
1761,-518493.17195785296
1762,-473168.682264296
1763,-480480.53677378304
1764,-557853.8415040268
1765,-459980.36482088646
1766,-481757.4832041013
1767,-431723.60455753224
1768,-521686.839480744
1769,-492403.4826205687
1770,-519648.6154430652
1771,-550006.6160568856
1772,-534473.7362430772
1773,-558382.0143980741
1774,-520983.2214848203
1775,-527492.2960417647
1776,-534777.9341930505
1777,-558643.979075111
1778,-519771.374144715
1779,-562123.3411424394
1780,-486145.89523977926
1781,-536505.1994452641
1782,-443871.78863244783
1783,-530370.507032303
1784,-569232.366137417
1785,-527547.5991768456
1786,-566964.7495671952
1787,-513242.5918893508
1788,-618886.2948009049
1789,-557897.0392386091
1790,-604378.4635607731
1791,-473846.5509548405
1792,-500104.1097900418
1793,-517498.2557335045
1794,-500682.45748975745
1795,-528955.1131309764
1796,132916.45944958308
1797,-551724.8904217652
1798,-561080.5608909982
1799,-560494.1492420615
1800,-558709.587509917
1801,-545810.5087145355
1802,-564693.6457819254
1803,-506917.41182709427
1804,-525303.4265351577
1805,-531712.655211224
1806,-391894.0722168349
1807,-356760.8455259069
1808,-379125.2709726121
1809,-540695.5620143393
1810,-528852.0948336167
1811,-574401.6578964404
1812,-554464.6659299487
1813,-536946.4233739726
1814,-582828.39239498
1815,-638982.7729861438
1816,-567165.619654075
1817,-556738.895447219
1818,-482067.98350446514
1819,-542175.127385501
1820,-638583.3337956376
1821,-416401.58651175594
1822,-527843.8450662135
1823,-642729.7342394511
1824,-391133.936737314
1825,-549355.8196159357
1826,-577362.222787411
1827,-583390.1213513336
1828,-381724.7553081871
1829,-394059.06359890674
1830,-368824.1186793387
1831,-503227.72427353426
1832,-596264.7209598356
1833,-516762.6117022756
1834,-562021.1399636407
1835,-576804.913151814
1836,-380137.3181561269
1837,-600853.567315567
1838,-558631.8714061689
1839,-572862.6823558483
1840,-504974.5682385513
1841,-508246.0254286478
1842,-598574.7154503094
1843,-533539.2899047721
1844,-518167.15028470405
1845,-520658.85852783977
1846,-507895.02536849584
1847,-481307.3661539388
1848,-649285.8177503246
1849,-383878.8648022674
1850,-543897.0400762393
1851,-500501.4317505305
1852,-554096.490759564
1853,-553295.4669964183
1854,-501558.639885267
1855,-496712.7233903009
1856,-447764.95203822246
1857,-493264.3348690949
1858,-538654.4926172369
1859,-570979.5526707412
1860,-540121.3579695644
1861,-572371.5286175238
1862,-375893.6971809529
1863,-398326.98466377833
1864,-398208.8999008015
1865,-294494.6524864299
1866,-316662.5845388508
1867,-460566.36140471743
1868,-373016.9603476494
1869,-468603.6517215129
1870,-448970.2172909973
1871,-410249.37096164934
1872,-485571.45379517274
1873,-407194.3199517244
1874,-513521.6776924215
1875,-452916.36663004954
1876,-470064.2768112536
1877,-455335.5326057585
1878,-475873.88371463877
1879,-509334.1309048296
1880,-526598.2525835244
1881,-425666.5536342057
1882,-419224.22011658153
1883,-469918.044229486
1884,-453573.8463676446
1885,-402023.1396503219
1886,-357168.5978051808
1887,-459086.1070818886
1888,-416720.1742455142
1889,-495261.3040335926
1890,-553114.6117545401
1891,-541933.6879903402
1892,-580975.4874547324
1893,-514472.77292060887
1894,-557151.4752854226
1895,-511330.95166155195
1896,-537525.841745061
1897,-565297.9057802912
1898,-416143.40273206006
1899,-509340.4362640034
1900,-360407.42157957796
1901,-470489.3401639011
1902,-479206.838947866
1903,-446257.27756588184
1904,-523925.21241117816
1905,-460379.8107363944
1906,-475067.91251470626
1907,-419979.17242050474
1908,-572907.1877173843
1909,-543739.0598332557
1910,-559829.0037772406
1911,-426518.45756803395
1912,-332244.74247889
1913,-538253.5467687596
1914,-601914.3670189587
1915,-330546.4998037338
1916,-617131.532807968
1917,-434551.41060860833
1918,-534572.6982331504
1919,-500733.0523051785
1920,-502880.5905312249
1921,-270346.8427585069
1922,-309905.148501461
1923,-420398.1984727817
1924,-447126.14843041886
1925,-458717.9280137997
1926,-274425.1372244302
1927,-533145.3248986885
1928,-509195.7133222758
1929,-549633.2293946056
1930,-553302.9503785521
1931,-543584.565443856
1932,-529232.9852832401
1933,-473849.8011519407
1934,-477664.32110370835
1935,-499048.3628159022
1936,-447742.00032443483
1937,-468944.71747843886
1938,-480966.19338284223
1939,-400928.2789826746
1940,-470883.96294923127
1941,-491452.53261573846
1942,-461587.90113016486
1943,-439498.554989122
1944,-289976.58412539423
1945,-233847.88464610907
1946,-480714.3621381115
1947,-745613.9390967293
1948,-400946.08212334896
1949,-405137.42899644386
1950,-473090.9656266405
1951,-384271.47376696276
1952,-439525.31030492025
1953,-489893.6948467031
1954,-468357.7230195936
1955,-525505.0703250773
1956,288070.0370693336
1957,-502328.14834354236
1958,-385775.6897512602
1959,-519921.1666453326
1960,-548120.5200765603
1961,-568735.0690266497
1962,-577753.6187043586
1963,-569098.6615794267
1964,-571474.9303378222
1965,-544355.0105682873
1966,-542096.2254239466
1967,-358020.9672393511
1968,-242233.86274215428
1969,-248419.83055037935
1970,-242823.8093036752
1971,-218219.7016959777
1972,-284265.49564910936
1973,-390470.2720634794
1974,-325586.60817457514
1975,-161504.77451489482
1976,-386248.6416543075
1977,-272437.01892516157
1978,-293823.32969266735
1979,-338760.41172924475
1980,-464024.11260456115
1981,-301988.64420001744
1982,-458973.2506725533
1983,-476167.23387033085
1984,-486023.92415032943
1985,-456412.3055543008
1986,-482180.4830194904
1987,-471698.925507141
1988,-493990.61165793356
1989,-474907.8317341624
1990,-461032.86976818857
1991,-438017.6015013249
1992,-434178.5493745114
1993,-506447.19582171354
1994,-415113.2267898738
1995,-484083.94602626073
1996,-370118.5004754978
1997,-325332.0993526282
1998,-330599.02778890904
1999,-355461.2944078628
2000,-330361.00255356054
2001,284185.1135769879
2002,-416837.3876804742
2003,-437491.11795017804
2004,-403129.05817813333
2005,-439050.9995760937
2006,-450931.7132641502
2007,-425794.2790736442
2008,-447671.0768830612
2009,-468893.98451825255
2010,-459646.92554317566
2011,-522652.47289065435
2012,-496889.5685036803
2013,-488279.8044215519
2014,-476393.03541057627
2015,-435746.10143683833
2016,-474470.1983111419
2017,-468326.33992285794
2018,-566243.642269172
2019,-544974.052486945
2020,-575212.3596720468
2021,-574020.2189993494
2022,-450764.84048187535
2023,-519928.2279958797
2024,-371252.29629778105
2025,-299162.7030067936
2026,-503394.6386434054
2027,-521605.67593922466
2028,-515270.1012317013
2029,-507919.8692737258
2030,-410623.5718363307
2031,-428886.8384184785
2032,-405101.9665721784
2033,-416520.26754404244
2034,-507143.70561679825
2035,-428777.0369063326
2036,-477891.0615781173
2037,-472243.84109994175
2038,-367084.08846948924
2039,-443471.6304936875
2040,-311655.153931546
2041,-354924.13366885926
2042,-453105.7647470806
2043,-495093.61432084045
2044,-494506.9120227051
2045,-446120.5881253596
2046,-540852.1001175216
2047,-524184.7785663365
2048,-544053.0312267024
2049,-539110.1432075266
2050,-473317.6696383612
2051,-577041.6251483384
2052,-555205.8227002078
2053,-524000.1022776279
2054,-442765.7015696348
2055,-480858.9711170263
2056,-532416.2713124688
2057,-570396.262906632
2058,-437966.79306706495
2059,-547338.3518405823
2060,-488876.49058150046
2061,-481623.71573115606
2062,-537045.3709381853
2063,-557923.5367017842
2064,-534941.8828961755
2065,-574456.2072752714
2066,-484246.6245007601
2067,-567238.7280156651
2068,-523367.59555276856
2069,-419049.0305664615
2070,-400918.4487297479
2071,-587643.4221066951
2072,-378678.7284490841
2073,-538568.5011285248
2074,171072.4725677144
2075,-490464.50330429897
2076,-554129.2118101446
2077,-531990.8630697433
2078,-553762.9508960993
2079,-538477.663174125
2080,-563492.352695714
2081,-542357.8147598574
2082,-565133.7481982044
2083,-511034.8331050343
2084,-566087.7657024905
2085,-568866.4927947437
2086,-554129.3331685193
2087,-542960.3152011321
2088,-421843.8348927796
2089,-608320.9442969179
2090,-402699.98354960524
2091,-584359.835897948
2092,-537649.9596957249
2093,-338672.116708691
2094,-565021.5123654776
2095,-539931.3512112914
2096,-442949.91095076007
2097,-577755.2699648904
2098,-526011.1934097576
2099,-486341.076529881
2100,-608345.4279524522
2101,-428950.531474028
2102,-541705.8825714072
2103,-576474.9205934778
2104,-517475.78322636965
2105,-541039.7072231435
2106,-449110.9487328036
2107,-459161.56381926214
2108,-543639.3342839496
2109,-556059.0801382134
2110,-536648.5728641428
2111,-527114.7444090473
2112,-521549.94913483283
2113,-560096.1151468963
2114,-414115.882094042
2115,-504943.3685907929
2116,-567649.3996421525
2117,-525874.4981081146
2118,-554644.3175383043
2119,-423080.91311380593
2120,-426293.80064932886
2121,-580463.2699955145
2122,-564721.2956396001
2123,-599323.4522514591
2124,-500827.19656335015
2125,-537148.8289744474
2126,-532616.053393283
2127,-495862.12936943246
2128,-382501.78836760914
2129,-622154.4636717592
2130,-524448.421911381
2131,-563891.9087537279
2132,-393474.37518056924
2133,-548963.3760062029
2134,-563184.1129011007
2135,-579408.8457034845
2136,-606122.1375829692
2137,-565042.7578763104
2138,-539229.8671129467
2139,-514257.2086453856
2140,-522488.1631684031
2141,-499704.47312103445
2142,-532076.3063231749
2143,-525184.0595466908
2144,-565193.0040277547
2145,-535970.736563722
2146,-453245.1843487127
2147,126240.05312503851
2148,-525890.590683852
2149,-517122.04038643185
2150,-401227.34708292095
2151,-557643.2915106803
2152,226989.78759093734
2153,-491682.5493501272
2154,-550843.4589626538
2155,-510163.1376677911
2156,-388913.8743570831
2157,-442904.00332022854
2158,-416915.8188489432
2159,-450599.862372919
2160,-475675.712193521
2161,-450352.1038021662
2162,-289075.25456732966
2163,-320398.44596940547
2164,-428876.4680488885
2165,220489.93096571683
2166,-510279.4622214269
2167,-441355.84202209965
2168,-464869.6247938997
2169,-461966.94266792363
2170,-440260.7455064754
2171,-498552.6646280561
2172,-529420.0343619667
2173,-485034.7326276053
2174,-433923.7637922637
2175,-391651.3594165725
2176,-333467.71252902446
2177,-417153.0286386048
2178,-447958.7623522815
2179,-537831.4868882918
2180,-428437.7829578741
2181,-477868.51627833466
2182,-453854.9134004222
2183,-480086.79169221735
2184,-545162.3333515893
2185,-381494.848391265
2186,-515834.8549932238
2187,-512154.26975849294
2188,-501046.75375442964
2189,-255770.0104240348
