Id,SalePrice
1461,-585645.4479275129
1462,-516673.42307793704
1463,-492653.86186926166
1464,-494362.61251394276
1465,-499019.84974037984
1466,-513442.3394254675
1467,-513815.61928234383
1468,-529491.9485395299
1469,-478440.9811323168
1470,-571530.6156831919
1471,-527104.199108432
1472,-603984.2069238655
1473,-604989.5043053624
1474,-546121.591710001
1475,-595651.3393499716
1476,-306509.85468175705
1477,-439553.4359457649
1478,-387593.0692848555
1479,-376333.4761188063
1480,-209708.37678746518
1481,-371997.4452721621
1482,-494984.69558093173
1483,-500320.0296090119
1484,-551311.106926884
1485,-512665.6049158389
1486,-496267.99763225514
1487,-336834.2482001056
1488,-477826.70473940147
1489,-487668.7625054681
1490,-431821.0529583808
1491,-489750.45602297055
1492,-610619.4397291412
1493,-483890.49407833436
1494,-383849.5112410567
1495,-384634.4393305727
1496,-440858.2619851768
1497,-506636.18247522437
1498,-534589.8639307047
1499,-538118.696378575
1500,-540452.488631169
1501,-500695.9108761345
1502,-550837.6158565623
1503,-392053.37168702733
1504,-461210.0519795299
1505,-476340.0007997658
1506,-493810.1731359315
1507,-430610.2596209686
1508,-465646.3410583256
1509,-523692.2536166179
1510,-544091.1893408896
1511,-540514.9080869324
1512,-506039.67361489456
1513,-534337.7469498687
1514,-537409.1697531196
1515,-465594.7250453381
1516,-518490.9688837875
1517,-499643.18227344943
1518,-580093.150917572
1519,-483392.19821165537
1520,-560342.5942611712
1521,-548028.241922721
1522,-511183.7534538445
1523,-575903.9642572511
1524,-552453.3085074523
1525,-566034.8426910527
1526,-584228.7190082014
1527,-596241.9509676807
1528,-556233.6584441692
1529,-551772.1074470662
1530,-493672.211446809
1531,-584475.7705623616
1532,-607386.1516336123
1533,-541449.5937464326
1534,-452368.8734824143
1535,-523469.4732003984
1536,-592924.5318223466
1537,-538685.1562174809
1538,-534872.3895688494
1539,-487417.50267787656
1540,-581644.9299860875
1541,-552398.7649289938
1542,-546513.2214549945
1543,-492776.86843228963
1544,-510601.3070847116
1545,-573495.5310770755
1546,-575040.8763942401
1547,-581391.139893465
1548,-550188.0175921805
1549,-579387.3309503086
1550,-562912.2741821053
1551,-584432.5578492732
1552,-548561.4006499405
1553,-540887.1634430543
1554,-578732.003816277
1555,-512950.37200558226
1556,-496206.599353649
1557,-555144.1427550402
1558,-594017.0232261622
1559,-609042.9892743162
1560,-575220.8515997
1561,134654.87298627337
1562,-568772.1515156047
1563,-568134.6136131337
1564,-521496.6742251929
1565,-539424.8202408208
1566,-416887.469552987
1567,-626639.5203019081
1568,-444932.6123290254
1569,-539443.5215012281
1570,-562878.6623601681
1571,-467463.39523739216
1572,-535937.8009711875
1573,-429447.8554203472
1574,-551584.4696616507
1575,-445320.29376337654
1576,-443097.83187642565
1577,-523564.0975101349
1578,-534498.1090271919
1579,-534958.7746826976
1580,-496442.4101751584
1581,-532149.1987700514
1582,-561756.1509387612
1583,-412322.24310416984
1584,-474561.9980725873
1585,-566125.4772330839
1586,-655982.4523012323
1587,-600267.3892623371
1588,-505415.8306890758
1589,-578939.1215737413
1590,-560167.1835944246
1591,-608923.5249354024
1592,-569799.0335156955
1593,-574796.428421116
1594,119085.67849721236
1595,-578547.9101327335
1596,-455169.1603062979
1597,-479129.9231024351
1598,-463655.31601663464
1599,-517616.42750682496
1600,-551495.0848850036
1601,-520044.10159878334
1602,-579805.2748507898
1603,-637184.8150491791
1604,-427776.1176255018
1605,-467340.74920117646
1606,-532571.5768321906
1607,-525124.1459650521
1608,-502658.30136050377
1609,-500228.04411308607
1610,-536169.8418730646
1611,-546734.7152203283
1612,-505436.82185483293
1613,-542437.80265523
1614,-564282.2812597825
1615,-613314.1559865716
1616,-635123.4717591854
1617,-609757.312989175
1618,-582758.0410252066
1619,-558323.1115209305
1620,-528922.1474690138
1621,-553267.381439691
1622,-552375.0905145779
1623,-437576.8239371658
1624,-479186.9296465792
1625,-564715.4601678794
1626,-514692.7193013232
1627,-495756.1796736679
1628,-396708.27283984923
1629,-518632.6121505586
1630,-311639.97236869263
1631,-473211.9012799343
1632,-446065.7241771086
1633,-528847.359197333
